;;;;;Recepcion;;;;;Balanza;;;;;Darsena 1;;;;Darsena 2
Evento;Camion;Dia;Reloj;Tiempo prox llegada;Estado;Camion;Prox fin atencion;Cola;Estado;Camion;Prox fin atencion;Cola;Estado;Camion;Prox fin atencion;Estado;Camion;Prox fin atencion;Cola
Llega camion;2645;24;15hs 38min 41s;0hs 7min 20s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2629;0hs 3min 25s;Ocupado;2630;0hs 8min 50s;14
Fin atencion Recepcion;2645;24;15hs 42min 32s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2631;0hs 26min 44s;Ocupado;2630;0hs 4min 59s;13
Llega camion;2646;24;15hs 46min 2s;0hs 7min 25s;Libre; - ;0hs 0min 0s;1;Ocupado;2645;0hs 2min 33s;0;Ocupado;2631;0hs 23min 14s;Ocupado;2630;0hs 1min 29s;13
Fin atencion Balanza;2645;24;15hs 48min 35s;0hs 0min 0s;Ocupado;2646;0hs 1min 15s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2631;0hs 20min 41s;Ocupado;2632;0hs 13min 58s;13
Fin atencion Recepcion;2646;24;15hs 49min 51s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2631;0hs 19min 25s;Ocupado;2632;0hs 12min 42s;13
Llega camion;2647;24;15hs 53min 28s;0hs 7min 23s;Libre; - ;0hs 0min 0s;1;Ocupado;2646;0hs 2min 39s;0;Ocupado;2631;0hs 15min 48s;Ocupado;2632;0hs 9min 5s;13
Fin atencion Balanza;2646;24;15hs 56min 7s;0hs 0min 0s;Ocupado;2647;0hs 4min 2s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2631;0hs 13min 9s;Ocupado;2632;0hs 6min 26s;14
Fin atencion Recepcion;2647;24;16hs 0min 10s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2631;0hs 9min 6s;Ocupado;2632;0hs 2min 23s;15
Llega camion;2648;24;16hs 0min 52s;0hs 7min 21s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2631;0hs 8min 24s;Ocupado;2632;0hs 1min 41s;15
Fin atencion Recepcion;2648;24;16hs 5min 37s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2631;0hs 3min 39s;Ocupado;2633;0hs 14min 37s;15
Llega camion;2649;24;16hs 8min 14s;0hs 7min 36s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2631;0hs 1min 2s;Ocupado;2633;0hs 12min 0s;15
Fin atencion Recepcion;2649;24;16hs 14min 3s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2634;0hs 12min 43s;Ocupado;2633;0hs 6min 11s;14
Llega camion;2650;24;16hs 15min 51s;0hs 7min 14s;Libre; - ;0hs 0min 0s;1;Ocupado;2649;0hs 4min 36s;0;Ocupado;2634;0hs 10min 55s;Ocupado;2633;0hs 4min 23s;14
Fin atencion Balanza;2649;24;16hs 20min 27s;0hs 0min 0s;Ocupado;2650;0hs 1min 27s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2634;0hs 6min 19s;Ocupado;2635;0hs 17min 53s;14
Fin atencion Recepcion;2650;24;16hs 21min 55s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2634;0hs 4min 51s;Ocupado;2635;0hs 16min 25s;14
Llega camion;2651;24;16hs 23min 6s;0hs 7min 10s;Libre; - ;0hs 0min 0s;1;Ocupado;2650;0hs 4min 59s;0;Ocupado;2634;0hs 3min 40s;Ocupado;2635;0hs 15min 14s;14
Fin atencion Balanza;2650;24;16hs 28min 5s;0hs 0min 0s;Ocupado;2651;0hs 0min 52s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2636;0hs 17min 49s;Ocupado;2635;0hs 10min 15s;14
Fin atencion Recepcion;2651;24;16hs 28min 58s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2636;0hs 16min 56s;Ocupado;2635;0hs 9min 22s;15
Llega camion;2652;24;16hs 30min 17s;0hs 7min 7s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2636;0hs 15min 37s;Ocupado;2635;0hs 8min 3s;15
Fin atencion Recepcion;2652;24;16hs 36min 24s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2636;0hs 9min 30s;Ocupado;2635;0hs 1min 56s;15
Llega camion;2653;24;16hs 37min 25s;0hs 7min 5s;Libre; - ;0hs 0min 0s;1;Ocupado;2652;0hs 4min 34s;0;Ocupado;2636;0hs 8min 29s;Ocupado;2635;0hs 0min 55s;15
Fin atencion Recepcion;2653;24;16hs 41min 28s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;2652;0hs 0min 31s;1;Ocupado;2636;0hs 4min 26s;Ocupado;2637;0hs 14min 36s;14
Fin atencion Balanza;2652;24;16hs 41min 59s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Ocupado;2653;..hs ..min ..s;0;Ocupado;2636;0hs 3min 55s;Ocupado;2637;0hs 14min 5s;15
Llega camion;2654;24;16hs 44min 31s;0hs 7min 8s;Libre; - ;0hs 0min 0s;1;Ocupado;2653;0hs 3min 23s;0;Ocupado;2636;0hs 1min 23s;Ocupado;2637;0hs 11min 33s;15
Fin atencion Balanza;2653;24;16hs 47min 54s;0hs 0min 0s;Ocupado;2654;0hs 2min 42s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2638;0hs 17min 56s;Ocupado;2637;0hs 8min 10s;15
Fin atencion Recepcion;2654;24;16hs 50min 37s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2638;0hs 15min 13s;Ocupado;2637;0hs 5min 27s;15
Llega camion;2655;24;16hs 51min 40s;0hs 7min 35s;Libre; - ;0hs 0min 0s;1;Ocupado;2654;0hs 4min 59s;0;Ocupado;2638;0hs 14min 10s;Ocupado;2637;0hs 4min 24s;15
Fin atencion Recepcion;2655;24;16hs 55min 0s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;2654;0hs 1min 39s;1;Ocupado;2638;0hs 10min 50s;Ocupado;2637;0hs 1min 4s;15
Fin atencion Balanza;2654;24;16hs 56min 39s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Ocupado;2655;..hs ..min ..s;0;Ocupado;2638;0hs 9min 11s;Ocupado;2639;0hs 18min 29s;15
Llega camion;2656;24;16hs 59min 16s;0hs 7min 51s;Libre; - ;0hs 0min 0s;1;Ocupado;2655;0hs 2min 57s;0;Ocupado;2638;0hs 6min 34s;Ocupado;2639;0hs 15min 52s;15
Fin atencion Balanza;2655;24;17hs 2min 13s;0hs 0min 0s;Ocupado;2656;0hs 0min 40s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2638;0hs 3min 37s;Ocupado;2639;0hs 12min 55s;16
Fin atencion Recepcion;2656;24;17hs 2min 54s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2638;0hs 2min 56s;Ocupado;2639;0hs 12min 14s;16
Llega camion;2657;24;17hs 7min 8s;0hs 7min 21s;Libre; - ;0hs 0min 0s;1;Ocupado;2656;0hs 2min 44s;0;Ocupado;2640;0hs 15min 22s;Ocupado;2639;0hs 8min 0s;15
Fin atencion Balanza;2656;24;17hs 9min 52s;0hs 0min 0s;Ocupado;2657;0hs 1min 26s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2640;0hs 12min 38s;Ocupado;2639;0hs 5min 16s;16
Fin atencion Recepcion;2657;24;17hs 11min 19s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2640;0hs 11min 11s;Ocupado;2639;0hs 3min 49s;16
Llega camion;2658;24;17hs 14min 30s;0hs 7min 56s;Libre; - ;0hs 0min 0s;1;Ocupado;2657;0hs 3min 29s;0;Ocupado;2640;0hs 8min 0s;Ocupado;2639;0hs 0min 38s;16
Fin atencion Balanza;2657;24;17hs 17min 59s;0hs 0min 0s;Ocupado;2658;0hs 3min 22s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2640;0hs 4min 31s;Ocupado;2641;0hs 13min 17s;16
Fin atencion Recepcion;2658;24;17hs 21min 22s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2640;0hs 1min 8s;Ocupado;2641;0hs 9min 54s;17
Llega camion;2659;24;17hs 22min 27s;0hs 7min 12s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2640;0hs 0min 3s;Ocupado;2641;0hs 8min 49s;17
Fin atencion Recepcion;2659;24;17hs 26min 22s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2642;0hs 15min 54s;Ocupado;2641;0hs 4min 54s;16
Llega camion;2660;24;17hs 29min 40s;0hs 7min 51s;Libre; - ;0hs 0min 0s;1;Ocupado;2659;0hs 1min 55s;0;Ocupado;2642;0hs 12min 36s;Ocupado;2641;0hs 1min 36s;16
Fin atencion Balanza;2659;24;17hs 31min 35s;0hs 0min 0s;Ocupado;2660;0hs 5min 3s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2642;0hs 10min 41s;Ocupado;2644;0hs 16min 29s;16
Fin atencion Recepcion;2660;24;17hs 36min 39s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2642;0hs 5min 37s;Ocupado;2644;0hs 11min 25s;17
Llega camion;2661;24;17hs 37min 32s;0hs 7min 18s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2642;0hs 4min 44s;Ocupado;2644;0hs 10min 32s;17
Fin atencion Recepcion;2661;24;17hs 42min 3s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2642;0hs 0min 13s;Ocupado;2644;0hs 6min 1s;17
Llega camion;2662;24;17hs 44min 51s;0hs 7min 19s;Libre; - ;0hs 0min 0s;1;Ocupado;2661;0hs 3min 15s;0;Ocupado;2643;0hs 13min 22s;Ocupado;2644;0hs 3min 13s;16
Fin atencion Balanza;2661;24;17hs 48min 6s;0hs 0min 0s;Ocupado;2662;0hs 0min 59s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2643;0hs 10min 7s;Ocupado;2645;0hs 16min 8s;16
Fin atencion Recepcion;2662;24;17hs 49min 6s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2643;0hs 9min 7s;Ocupado;2645;0hs 15min 8s;17
Llega camion;2663;24;17hs 52min 11s;0hs 7min 13s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2643;0hs 6min 2s;Ocupado;2645;0hs 12min 3s;17
Fin atencion Recepcion;2663;24;17hs 57min 13s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2643;0hs 1min 0s;Ocupado;2645;0hs 7min 1s;17
Llega camion;2664;24;17hs 59min 25s;0hs 7min 51s;Libre; - ;0hs 0min 0s;1;Ocupado;2663;0hs 4min 2s;0;Ocupado;2646;0hs 17min 30s;Ocupado;2645;0hs 4min 49s;16
Fin atencion Recepcion;2664;24;18hs 2min 30s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;2663;0hs 0min 57s;1;Ocupado;2646;0hs 14min 25s;Ocupado;2645;0hs 1min 44s;16
Fin atencion Balanza;2663;24;18hs 3min 27s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Ocupado;2664;..hs ..min ..s;0;Ocupado;2646;0hs 13min 28s;Ocupado;2645;0hs 0min 47s;17
Llega camion;2665;24;18hs 7min 17s;0hs 7min 31s;Libre; - ;0hs 0min 0s;1;Ocupado;2664;0hs 3min 3s;0;Ocupado;2646;0hs 9min 38s;Ocupado;2647;0hs 28min 51s;16
Fin atencion Balanza;2664;24;18hs 10min 20s;0hs 0min 0s;Ocupado;2665;0hs 2min 22s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2646;0hs 6min 35s;Ocupado;2647;0hs 25min 48s;17
Fin atencion Recepcion;2665;24;18hs 12min 43s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2646;0hs 4min 12s;Ocupado;2647;0hs 23min 25s;18
Llega camion;2666;24;18hs 14min 49s;0hs 7min 8s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2646;0hs 2min 6s;Ocupado;2647;0hs 21min 19s;18
Fin atencion Recepcion;2666;24;18hs 18min 22s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2648;0hs 13min 54s;Ocupado;2647;0hs 17min 46s;18
Llega camion;2667;24;18hs 21min 58s;0hs 7min 26s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2648;0hs 10min 18s;Ocupado;2647;0hs 14min 10s;18
Fin atencion Recepcion;2667;24;18hs 28min 28s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2648;0hs 3min 48s;Ocupado;2647;0hs 7min 40s;18
Llega camion;2668;24;18hs 29min 25s;0hs 7min 42s;Libre; - ;0hs 0min 0s;1;Ocupado;2667;0hs 4min 44s;0;Ocupado;2648;0hs 2min 51s;Ocupado;2647;0hs 6min 43s;18
Fin atencion Recepcion;2668;24;18hs 33min 11s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;2667;0hs 0min 58s;0;Ocupado;2649;0hs 18min 29s;Ocupado;2647;0hs 2min 57s;18
Fin atencion Balanza;2667;24;18hs 34min 9s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2649;0hs 17min 31s;Ocupado;2647;0hs 1min 59s;19
Llega camion;2669;24;18hs 37min 8s;0hs 7min 23s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2649;0hs 14min 32s;Ocupado;2650;0hs 15min 38s;18
Fin atencion Recepcion;2669;24;18hs 43min 53s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2649;0hs 7min 47s;Ocupado;2650;0hs 8min 53s;18
Llega camion;2670;24;18hs 44min 32s;0hs 7min 38s;Libre; - ;0hs 0min 0s;1;Ocupado;2669;0hs 5min 58s;0;Ocupado;2649;0hs 7min 8s;Ocupado;2650;0hs 8min 14s;18
Fin atencion Recepcion;2670;24;18hs 48min 50s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;2669;0hs 1min 40s;0;Ocupado;2649;0hs 2min 50s;Ocupado;2650;0hs 3min 56s;19
Fin atencion Balanza;2669;24;18hs 50min 30s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2649;0hs 1min 10s;Ocupado;2650;0hs 2min 16s;20
Llega camion;2671;24;18hs 52min 11s;0hs 7min 6s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2651;0hs 15min 40s;Ocupado;2650;0hs 0min 35s;19
Fin atencion Recepcion;2671;24;18hs 55min 51s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2651;0hs 12min 0s;Ocupado;2652;0hs 12min 49s;18
Llega camion;2672;24;18hs 59min 18s;0hs 7min 55s;Libre; - ;0hs 0min 0s;1;Ocupado;2671;0hs 2min 22s;0;Ocupado;2651;0hs 8min 33s;Ocupado;2652;0hs 9min 22s;18
Fin atencion Balanza;2671;24;19hs 1min 40s;0hs 0min 0s;Ocupado;2672;0hs 5min 49s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2651;0hs 6min 11s;Ocupado;2652;0hs 7min 0s;19
Fin atencion Recepcion;2672;25;5hs 5min 49s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Libre;2669;0hs 0min 0s;Libre;2671;0hs 0min 0s;1
Llega camion;2673;25;5hs 7min 46s;0hs 7min 22s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2672;0hs 13min 37s;Libre;2671;0hs 0min 0s;0
Fin atencion Recepcion;2673;25;5hs 11min 27s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2672;0hs 9min 56s;Libre;2671;0hs 0min 0s;1
Llega camion;2674;25;5hs 15min 9s;0hs 7min 53s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2672;0hs 6min 14s;Ocupado;2673;0hs 11min 58s;0
Fin atencion Recepcion;2674;25;5hs 18min 24s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2672;0hs 2min 59s;Ocupado;2673;0hs 8min 43s;1
Llega camion;2675;25;5hs 23min 3s;0hs 7min 36s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2674;0hs 16min 21s;Ocupado;2673;0hs 4min 4s;0
Fin atencion Recepcion;2675;25;5hs 29min 57s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2674;0hs 9min 27s;Libre;2673;0hs 0min 0s;0
Llega camion;2676;25;5hs 30min 40s;0hs 7min 58s;Libre; - ;0hs 0min 0s;1;Ocupado;2675;0hs 5min 40s;0;Ocupado;2674;0hs 8min 44s;Libre;2673;0hs 0min 0s;0
Fin atencion Balanza;2675;25;5hs 36min 20s;0hs 0min 0s;Ocupado;2676;0hs 1min 0s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2674;0hs 3min 4s;Libre;2673;0hs 0min 0s;1
Fin atencion Recepcion;2676;25;5hs 37min 21s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2674;0hs 2min 3s;Ocupado;2675;0hs 15min 56s;1
Llega camion;2677;25;5hs 38min 39s;0hs 7min 14s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2674;0hs 0min 45s;Ocupado;2675;0hs 14min 38s;1
Fin atencion Recepcion;2677;25;5hs 44min 16s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2676;0hs 12min 10s;Ocupado;2675;0hs 9min 1s;0
Llega camion;2678;25;5hs 45min 54s;0hs 7min 42s;Libre; - ;0hs 0min 0s;1;Ocupado;2677;0hs 3min 26s;0;Ocupado;2676;0hs 10min 32s;Ocupado;2675;0hs 7min 23s;0
Fin atencion Balanza;2677;25;5hs 49min 20s;0hs 0min 0s;Ocupado;2678;0hs 1min 55s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2676;0hs 7min 6s;Ocupado;2675;0hs 3min 57s;1
Fin atencion Recepcion;2678;25;5hs 51min 16s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2676;0hs 5min 10s;Ocupado;2675;0hs 2min 1s;1
Llega camion;2679;25;5hs 53min 37s;0hs 7min 46s;Libre; - ;0hs 0min 0s;1;Ocupado;2678;0hs 3min 48s;0;Ocupado;2676;0hs 2min 49s;Ocupado;2677;0hs 32min 57s;0
Fin atencion Recepcion;2679;25;5hs 57min 14s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;2678;0hs 0min 11s;1;Libre;2676;0hs 0min 0s;Ocupado;2677;0hs 29min 20s;0
Fin atencion Balanza;2678;25;5hs 57min 25s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Ocupado;2679;..hs ..min ..s;0;Libre;2676;0hs 0min 0s;Ocupado;2677;0hs 29min 9s;1
Llega camion;2680;25;6hs 1min 24s;0hs 7min 53s;Libre; - ;0hs 0min 0s;1;Ocupado;2679;0hs 2min 21s;0;Ocupado;2678;0hs 15min 29s;Ocupado;2677;0hs 25min 10s;0
Fin atencion Balanza;2679;25;6hs 3min 45s;0hs 0min 0s;Ocupado;2680;0hs 2min 32s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2678;0hs 13min 8s;Ocupado;2677;0hs 22min 49s;1
Fin atencion Recepcion;2680;25;6hs 6min 18s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2678;0hs 10min 35s;Ocupado;2677;0hs 20min 16s;1
Llega camion;2681;25;6hs 9min 18s;0hs 7min 47s;Libre; - ;0hs 0min 0s;1;Ocupado;2680;0hs 2min 11s;0;Ocupado;2678;0hs 7min 35s;Ocupado;2677;0hs 17min 16s;1
Fin atencion Balanza;2680;25;6hs 11min 29s;0hs 0min 0s;Ocupado;2681;0hs 1min 54s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2678;0hs 5min 24s;Ocupado;2677;0hs 15min 5s;2
Fin atencion Recepcion;2681;25;6hs 13min 24s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2678;0hs 3min 29s;Ocupado;2677;0hs 13min 10s;2
Llega camion;2682;25;6hs 17min 6s;0hs 7min 30s;Libre; - ;0hs 0min 0s;1;Ocupado;2681;0hs 3min 17s;0;Ocupado;2679;0hs 16min 45s;Ocupado;2677;0hs 9min 28s;1
Fin atencion Balanza;2681;25;6hs 20min 23s;0hs 0min 0s;Ocupado;2682;0hs 3min 10s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2679;0hs 13min 28s;Ocupado;2677;0hs 6min 11s;2
Fin atencion Recepcion;2682;25;6hs 23min 34s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2679;0hs 10min 17s;Ocupado;2677;0hs 3min 0s;3
Llega camion;2683;25;6hs 24min 37s;0hs 7min 32s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2679;0hs 9min 14s;Ocupado;2677;0hs 1min 57s;3
Fin atencion Recepcion;2683;25;6hs 29min 3s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2679;0hs 4min 48s;Ocupado;2680;0hs 15min 49s;2
Llega camion;2684;25;6hs 32min 10s;0hs 7min 44s;Libre; - ;0hs 0min 0s;1;Ocupado;2683;0hs 2min 29s;0;Ocupado;2679;0hs 1min 41s;Ocupado;2680;0hs 12min 42s;2
Fin atencion Balanza;2683;25;6hs 34min 39s;0hs 0min 0s;Ocupado;2684;0hs 1min 5s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2681;0hs 15min 24s;Ocupado;2680;0hs 10min 13s;2
Fin atencion Recepcion;2684;25;6hs 35min 45s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2681;0hs 14min 18s;Ocupado;2680;0hs 9min 7s;3
Llega camion;2685;25;6hs 39min 55s;0hs 7min 8s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2681;0hs 10min 8s;Ocupado;2680;0hs 4min 57s;3
Fin atencion Recepcion;2685;25;6hs 46min 6s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2681;0hs 3min 57s;Ocupado;2682;0hs 18min 36s;2
Llega camion;2686;25;6hs 47min 4s;0hs 7min 6s;Libre; - ;0hs 0min 0s;1;Ocupado;2685;0hs 5min 10s;0;Ocupado;2681;0hs 2min 59s;Ocupado;2682;0hs 17min 38s;2
Fin atencion Balanza;2685;25;6hs 52min 14s;0hs 0min 0s;Ocupado;2686;0hs 1min 27s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2683;0hs 17min 0s;Ocupado;2682;0hs 12min 28s;2
Fin atencion Recepcion;2686;25;6hs 53min 42s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2683;0hs 15min 32s;Ocupado;2682;0hs 11min 0s;2
Llega camion;2687;25;6hs 54min 11s;0hs 7min 39s;Libre; - ;0hs 0min 0s;1;Ocupado;2686;0hs 5min 31s;0;Ocupado;2683;0hs 15min 3s;Ocupado;2682;0hs 10min 31s;2
Fin atencion Balanza;2686;25;6hs 59min 42s;0hs 0min 0s;Ocupado;2687;0hs 0min 53s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2683;0hs 9min 32s;Ocupado;2682;0hs 5min 0s;3
Fin atencion Recepcion;2687;25;7hs 0min 36s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2683;0hs 8min 38s;Ocupado;2682;0hs 4min 6s;4
Llega camion;2688;25;7hs 1min 51s;0hs 7min 46s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2683;0hs 7min 23s;Ocupado;2682;0hs 2min 51s;4
Fin atencion Recepcion;2688;25;7hs 7min 12s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2683;0hs 2min 2s;Ocupado;2684;0hs 17min 4s;3
Llega camion;2689;25;7hs 9min 38s;0hs 7min 31s;Libre; - ;0hs 0min 0s;1;Ocupado;2688;0hs 3min 25s;0;Ocupado;2685;0hs 16min 19s;Ocupado;2684;0hs 14min 38s;2
Fin atencion Recepcion;2689;25;7hs 12min 41s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;2688;0hs 0min 22s;0;Ocupado;2685;0hs 13min 16s;Ocupado;2684;0hs 11min 35s;3
Fin atencion Balanza;2688;25;7hs 13min 3s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2685;0hs 12min 54s;Ocupado;2684;0hs 11min 13s;4
Llega camion;2690;25;7hs 17min 10s;0hs 7min 37s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2685;0hs 8min 47s;Ocupado;2684;0hs 7min 6s;4
Fin atencion Recepcion;2690;25;7hs 22min 52s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2685;0hs 3min 5s;Ocupado;2684;0hs 1min 24s;4
Llega camion;2691;25;7hs 24min 48s;0hs 7min 45s;Libre; - ;0hs 0min 0s;1;Ocupado;2690;0hs 4min 26s;0;Ocupado;2685;0hs 1min 9s;Ocupado;2686;0hs 18min 59s;3
Fin atencion Balanza;2690;25;7hs 29min 14s;0hs 0min 0s;Ocupado;2691;0hs 1min 41s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2687;0hs 13min 17s;Ocupado;2686;0hs 14min 33s;3
Fin atencion Recepcion;2691;25;7hs 30min 56s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2687;0hs 11min 35s;Ocupado;2686;0hs 12min 51s;4
